id,Choice,Gender,Amount_purchased,Frequency,Last_purchase,First_purchase,P_Child,P_Youth,P_Cook,P_DIY,P_Art
1153,0,1,152,4,8,38,2,1,2,2,0
1154,0,1,277,10,3,22,1,0,1,1,0
1155,0,0,215,16,1,16,0,0,1,0,0
1156,0,1,303,16,2,22,0,0,1,0,1
1157,0,1,71,10,1,10,0,0,0,0,0
1158,0,1,191,22,2,24,0,0,1,1,0
1159,0,1,98,8,1,8,1,0,0,0,0
1160,0,0,244,20,4,38,0,1,0,0,0
1161,0,1,32,16,1,16,0,1,0,0,0
1162,0,1,268,16,9,44,5,0,3,0,0
1163,0,0,132,12,1,12,0,0,0,0,1
1164,0,1,370,28,11,86,3,1,3,2,0
1165,0,1,335,6,12,54,5,2,2,2,1
1166,0,1,244,6,1,6,0,1,0,0,0
1167,0,1,185,12,2,20,0,0,2,0,0
1168,0,1,196,30,2,32,0,1,0,1,0
1169,0,1,157,12,1,12,0,0,0,0,0
1170,0,1,156,28,2,32,0,0,1,0,0
1171,0,1,219,18,8,40,2,0,4,1,0
1172,0,1,281,2,1,2,0,0,0,0,0
1173,0,1,294,16,1,16,0,0,0,1,0
1174,0,1,154,10,2,12,0,0,0,1,0
1175,0,1,84,4,1,4,0,0,1,0,0
1176,0,0,185,10,2,12,1,0,1,0,0
1177,0,0,102,2,1,2,0,0,0,1,0
1178,0,0,192,12,2,16,1,0,1,0,0
1179,0,0,131,10,2,16,2,0,0,0,0
1180,0,0,230,12,2,18,0,1,0,0,1
1181,0,1,266,2,3,18,0,0,1,2,0
1182,0,1,252,6,2,14,1,0,0,0,0
1183,0,1,113,8,2,14,0,0,2,0,0
1184,0,1,106,30,1,30,1,0,0,0,0
1185,0,1,158,16,7,44,0,2,1,2,0
1186,0,1,231,6,9,44,2,1,3,1,2
1187,0,1,301,16,1,16,0,0,1,0,0
1188,0,1,361,14,9,46,0,0,4,2,1
1189,0,1,135,6,1,6,0,1,0,0,0
1190,0,0,221,22,2,24,0,0,2,0,0
1191,0,0,261,18,2,24,1,0,1,0,0
1192,0,0,197,12,7,48,3,1,0,0,1
1193,0,1,273,10,1,10,0,0,1,0,0
1194,0,1,274,36,2,42,0,1,0,0,0
1195,0,0,149,10,1,10,1,0,0,0,0
1196,0,1,91,28,2,30,0,0,1,0,0
1197,0,1,76,6,1,6,0,1,0,0,0
1198,0,1,65,18,1,18,0,0,0,0,0
1199,0,0,49,16,3,22,1,0,0,1,1
1200,0,1,88,6,2,10,1,1,0,0,0
1201,0,0,89,8,2,14,0,0,0,0,1
1202,0,0,105,12,6,30,1,2,3,0,0
1203,0,1,279,28,1,28,0,0,0,0,1
1204,0,1,23,34,1,34,0,0,0,0,0
1205,0,1,78,8,2,12,0,0,0,0,1
1206,0,1,110,14,2,18,1,0,1,0,0
1207,0,0,241,4,1,4,0,0,0,0,1
1208,0,0,251,4,8,38,4,0,1,1,0
1209,0,0,199,24,2,26,0,1,0,0,1
1210,0,0,176,4,5,14,1,0,3,0,0
1211,0,1,303,10,2,14,1,0,0,0,0
1212,0,1,120,12,1,12,1,0,0,0,0
1213,0,1,167,16,1,16,1,0,0,0,0
1214,0,1,136,16,2,22,0,0,0,1,0
1215,0,1,91,14,1,14,0,0,1,0,0
1216,0,1,201,10,1,10,0,0,1,0,0
1217,0,1,238,4,2,8,1,0,0,1,0
1218,0,1,188,10,1,10,0,0,0,0,1
1219,0,1,264,12,3,18,2,0,0,1,0
1220,0,1,353,32,6,44,1,1,0,1,0
1221,0,0,295,8,1,8,0,0,1,0,0
1222,0,1,138,14,2,22,1,1,0,0,0
1223,0,1,133,6,1,6,1,0,0,0,0
1224,0,0,199,16,7,44,1,2,2,1,1
1225,0,1,182,16,2,22,0,0,2,0,0
1226,0,1,27,12,1,12,0,1,0,0,0
1227,0,1,273,10,1,10,0,0,1,0,0
1228,0,0,315,16,2,22,0,1,1,0,0
1229,0,1,122,2,2,10,1,0,1,0,0
1230,0,0,230,6,2,10,1,1,0,0,0
1231,0,1,316,4,2,10,1,0,0,1,0
1232,0,1,218,10,2,16,1,0,1,0,0
1233,0,1,198,8,1,8,0,0,0,0,0
1234,0,0,371,22,6,54,1,4,0,0,0
1235,0,1,189,30,6,60,1,0,2,0,2
1236,0,0,165,8,2,14,1,0,1,0,0
1237,0,1,93,10,1,10,0,0,0,0,1
1238,0,1,277,16,1,16,0,1,0,0,0
1239,0,1,120,14,1,14,0,0,1,0,0
1240,0,1,278,14,1,14,0,0,0,1,0
1241,0,1,304,16,1,16,0,0,0,0,1
1242,0,1,92,12,2,16,0,1,1,0,0
1243,0,0,313,4,1,4,0,0,0,0,0
1244,0,1,185,16,4,30,1,1,1,1,0
1245,0,1,211,24,2,28,0,1,0,1,0
1246,0,0,239,16,2,22,1,0,0,0,0
1247,0,0,88,10,3,26,1,0,1,0,1
1248,0,1,229,16,1,16,0,0,0,0,0
1249,0,1,262,2,8,30,1,0,3,0,1
1250,0,1,288,32,6,66,0,1,3,0,2
1251,0,1,151,4,1,4,1,0,0,0,0
1252,0,1,310,6,1,6,0,0,0,1,0
1253,0,0,260,18,1,18,0,0,1,0,0
1254,0,1,88,8,2,16,0,0,2,0,0
1255,0,1,51,28,2,36,0,0,0,0,0
1256,0,0,166,12,1,12,0,0,1,0,0
1257,0,1,38,12,1,12,0,1,0,0,0
1258,0,1,96,12,1,12,0,0,0,0,0
1259,0,0,124,2,4,22,0,1,1,2,0
1260,0,1,223,8,4,20,1,1,2,0,0
1261,0,1,118,16,1,16,0,0,0,0,0
1262,0,1,116,26,1,26,0,0,0,0,0
1263,0,1,154,8,7,24,3,0,2,0,1
1264,0,1,82,16,1,16,1,0,0,0,0
1265,0,0,296,24,6,42,0,1,3,2,0
1266,0,0,177,2,1,2,1,0,0,0,0
1267,0,1,86,8,1,8,0,0,0,1,0
1268,0,1,202,12,1,12,1,0,0,0,0
1269,0,1,78,26,1,26,0,0,0,1,0
1270,0,1,70,12,1,12,0,1,0,0,0
1271,0,1,192,12,1,12,0,0,1,0,0
1272,0,0,288,16,2,22,0,0,1,1,0
1273,0,1,131,14,2,22,1,0,1,0,0
1274,0,1,113,36,2,42,1,0,1,0,0
1275,0,0,190,18,1,18,0,0,0,1,0
1276,0,1,93,12,1,12,0,0,1,0,0
1277,0,1,59,18,2,22,0,1,0,0,1
1278,0,0,96,12,4,28,2,1,0,0,0
1279,0,0,82,12,2,20,2,0,0,0,0
1280,0,0,255,16,1,16,0,0,0,1,0
1281,0,1,76,32,2,40,0,1,0,1,0
1282,0,0,70,6,1,6,0,0,0,0,1
1283,0,1,180,16,2,18,0,1,0,0,1
1284,0,0,106,8,1,8,1,0,0,0,0
1285,0,0,268,10,2,18,1,0,0,0,1
1286,0,1,274,14,2,16,0,0,1,0,1
1287,0,1,59,8,2,14,1,0,1,0,0
1288,0,1,141,2,1,2,1,0,0,0,0
1289,0,0,219,10,1,10,1,0,0,0,0
1290,0,0,156,2,1,2,1,0,0,0,0
1291,0,1,153,8,1,8,0,0,0,0,1
1292,0,1,244,12,1,12,0,0,1,0,0
1293,0,1,144,16,1,16,0,0,1,0,0
1294,0,1,312,22,4,32,4,0,0,0,0
1295,0,1,81,4,3,10,0,0,1,0,1
1296,0,1,97,12,2,18,0,0,1,0,0
1297,0,1,147,34,2,36,1,0,1,0,0
1298,0,1,367,18,8,40,2,1,3,0,0
1299,0,1,169,10,1,10,0,0,1,0,0
1300,0,1,261,10,2,18,0,0,1,1,0
1301,0,1,425,8,9,48,1,0,4,1,1
1302,0,0,336,16,10,56,2,0,3,2,3
1303,0,1,156,4,5,26,2,1,1,0,0
1304,0,1,59,14,1,14,0,0,1,0,0
1305,0,1,68,6,2,12,1,0,1,0,0
1306,0,0,175,6,10,42,4,1,2,2,0
1307,0,0,99,26,4,50,2,1,0,1,0
1308,0,1,61,14,1,14,0,0,0,1,0
1309,0,1,289,20,1,20,1,0,0,0,0
1310,0,0,261,16,1,16,0,0,0,0,0
1311,0,1,231,24,2,26,1,0,0,1,0
1312,0,1,263,14,6,40,1,0,2,1,0
1313,0,0,169,4,9,50,5,2,0,1,0
1314,0,0,342,8,10,52,0,1,6,1,1
1315,0,1,17,16,1,16,0,0,0,0,0
1316,0,0,135,6,1,6,0,0,1,0,0
1317,0,0,301,6,2,12,1,0,0,1,0
1318,0,0,287,16,1,16,0,0,1,0,0
1319,0,0,254,24,1,24,0,1,0,0,0
1320,0,1,130,16,1,16,0,0,0,1,0
1321,0,1,94,6,1,6,1,0,0,0,0
1322,0,1,296,16,3,32,0,0,3,0,0
1323,0,1,265,32,6,48,2,0,3,0,0
1324,0,1,248,36,1,36,0,1,0,0,0
1325,0,0,401,16,8,54,1,0,2,1,2
1326,0,1,295,10,1,10,0,1,0,0,0
1327,0,1,299,12,1,12,1,0,0,0,0
1328,0,0,294,14,6,42,2,1,0,1,0
1329,0,0,162,30,3,40,0,0,1,1,0
1330,0,1,161,4,1,4,0,0,1,0,0
1331,0,0,134,14,1,14,1,0,0,0,0
1332,0,1,312,30,1,30,0,0,1,0,0
1333,0,1,302,16,1,16,0,1,0,0,0
1334,0,1,302,12,2,16,1,0,1,0,0
1335,0,1,292,16,1,16,0,0,1,0,0
1336,0,1,170,12,2,18,1,0,1,0,0
1337,0,0,152,30,10,82,1,2,3,2,2
1338,0,1,264,2,2,10,1,0,0,0,1
1339,0,0,266,16,1,16,0,0,0,0,0
1340,0,1,241,30,1,30,1,0,0,0,0
1341,0,1,234,30,1,30,0,1,0,0,0
1342,0,0,121,8,1,8,0,0,0,0,0
1343,0,1,156,30,5,50,3,1,0,1,0
1344,0,0,57,26,2,30,1,0,0,0,1
1345,0,0,190,26,2,32,0,1,0,1,0
1346,0,1,193,16,10,50,1,0,5,2,2
1347,0,1,38,16,1,16,0,0,0,0,0
1348,0,0,239,16,1,16,0,0,1,0,0
1349,0,1,157,6,2,14,0,0,2,0,0
1350,0,0,275,12,1,12,0,0,0,1,0
1351,0,1,311,4,5,32,1,0,2,1,0
1352,0,0,263,12,1,12,0,0,1,0,0
1353,0,0,62,12,4,30,3,0,1,0,0
1354,0,0,268,28,2,32,0,0,0,0,2
1355,0,1,139,2,9,44,5,0,1,1,0
1356,0,0,237,4,1,4,0,0,0,0,1
1357,0,1,134,16,7,48,2,2,1,0,2
1358,0,1,239,12,2,14,0,1,0,1,0
1359,0,1,167,6,1,6,1,0,0,0,0
1360,0,1,228,14,5,32,0,1,1,1,1
1361,0,0,152,4,1,4,0,1,0,0,0
1362,0,1,60,8,1,8,0,0,1,0,0
1363,0,1,78,16,2,18,0,0,1,0,0
1364,0,1,113,4,1,4,0,0,0,0,1
1365,0,1,65,6,2,10,0,0,2,0,0
1366,0,0,240,28,2,30,0,1,0,0,1
1367,0,0,265,14,3,24,2,1,0,0,0
1368,0,1,309,14,1,14,0,0,1,0,0
1369,0,1,329,6,2,8,0,1,1,0,0
1370,0,1,89,30,1,30,0,0,0,0,0
1371,0,1,349,6,11,66,1,2,5,0,1
1372,0,0,326,8,10,36,1,2,5,1,0
1373,0,0,106,6,4,18,0,0,1,0,0
1374,0,1,388,12,7,32,0,1,3,1,1
1375,0,1,127,30,1,30,0,1,0,0,0
1376,0,1,217,16,2,22,0,1,0,0,0
1377,0,1,307,16,4,28,2,0,2,0,0
1378,0,0,235,12,2,14,1,0,0,1,0
1379,0,1,122,16,2,18,1,0,1,0,0
1380,0,1,271,16,1,16,1,0,0,0,0
1381,0,1,300,10,3,18,1,0,1,0,0
1382,0,1,135,30,7,48,1,1,1,0,1
1383,0,0,101,30,1,30,1,0,0,0,0
1384,0,0,244,8,2,12,0,0,2,0,0
1385,0,1,147,14,2,18,0,1,0,0,0
1386,0,1,151,4,1,4,0,0,0,0,1
1387,0,1,260,12,2,16,0,0,1,0,0
1388,0,1,163,22,1,22,1,0,0,0,0
1389,0,1,113,14,6,46,2,0,1,1,1
1390,0,0,150,30,1,30,0,0,1,0,0
1391,0,1,265,16,2,20,0,0,1,0,0
1392,0,1,220,12,2,20,1,0,1,0,0
1393,0,0,84,6,1,6,1,0,0,0,0
1394,0,1,267,14,12,72,5,0,1,0,4
1395,0,1,328,4,3,12,0,0,1,1,1
1396,0,1,389,12,7,36,1,1,4,0,0
1397,0,1,193,12,5,30,0,1,0,1,0
1398,0,1,290,10,1,10,0,1,0,0,0
1399,0,1,129,14,2,20,0,2,0,0,0
1400,0,1,225,6,9,58,0,1,4,1,1
1401,0,1,61,6,1,6,1,0,0,0,0
1402,0,1,38,8,1,8,0,0,1,0,0
1403,0,1,41,18,2,20,0,1,0,0,1
1404,0,1,31,12,2,18,1,1,0,0,0
1405,0,1,316,30,11,96,4,2,2,1,0
1406,0,1,84,22,2,24,0,0,1,0,0
1407,0,0,469,8,12,78,3,0,3,3,1
1408,0,1,191,32,1,32,0,0,0,0,0
1409,0,1,139,16,1,16,0,0,0,0,0
1410,0,0,274,12,8,32,2,0,2,0,1
1411,0,1,250,4,2,12,0,1,1,0,0
1412,0,1,70,8,4,22,1,1,0,2,0
1413,0,1,135,36,2,38,1,1,0,0,0
1414,0,1,23,8,1,8,0,0,1,0,0
1415,0,1,177,14,5,32,1,0,1,0,2
1416,0,1,269,6,1,6,1,0,0,0,0
1417,0,1,171,6,2,8,0,0,0,0,0
1418,0,1,265,32,2,38,0,1,0,0,1
1419,0,1,265,12,11,68,4,1,0,1,2
1420,0,1,178,2,2,6,0,1,0,1,0
1421,0,1,198,12,6,34,2,0,2,1,0
1422,0,1,227,2,2,8,2,0,0,0,0
1423,0,1,301,4,1,4,1,0,0,0,0
1424,0,1,152,16,1,16,0,0,1,0,0
1425,0,1,166,8,8,24,3,0,3,0,1
1426,0,0,159,14,2,20,1,0,0,1,0
1427,0,0,183,4,1,4,0,1,0,0,0
1428,0,0,194,8,12,54,5,2,3,1,1
1429,0,1,138,8,1,8,0,1,0,0,0
1430,0,1,288,2,2,8,2,0,0,0,0
1431,0,1,224,10,2,12,0,0,2,0,0
1432,0,0,322,24,3,36,0,0,1,0,0
1433,0,1,437,24,11,60,2,1,1,3,1
1434,0,1,161,8,1,8,0,0,0,1,0
1435,0,0,253,14,8,34,2,0,3,1,1
1436,0,0,151,10,1,10,0,0,0,1,0
1437,0,1,207,12,10,32,1,0,3,3,2
1438,0,1,321,2,2,8,0,0,1,0,1
1439,0,1,95,16,1,16,0,0,1,0,0
1440,0,1,68,8,2,14,2,0,0,0,0
1441,0,0,230,14,1,14,0,0,1,0,0
1442,0,0,162,16,5,44,1,0,2,2,0
1443,0,1,111,10,2,18,1,1,0,0,0
1444,0,1,98,4,2,8,0,0,0,1,1
1445,0,1,43,14,1,14,0,0,1,0,0
1446,0,0,69,6,2,8,0,0,1,0,0
1447,0,0,162,4,1,4,1,0,0,0,0
1448,0,0,320,34,2,36,1,0,0,0,1
1449,0,1,280,10,1,10,1,0,0,0,0
1450,0,1,162,4,1,4,1,0,0,0,0
1451,0,1,226,28,1,28,0,0,1,0,0
1452,0,1,22,14,1,14,0,1,0,0,0
1453,0,0,310,16,6,36,3,0,0,0,0
1454,0,1,217,16,10,68,3,1,4,1,0
1455,0,1,331,10,9,38,1,1,2,2,1
1456,0,1,131,24,2,28,1,0,1,0,0
1457,0,1,117,20,6,54,1,0,0,0,0
1458,0,0,353,10,12,82,2,1,5,1,3
1459,0,1,145,4,8,46,2,0,1,1,2
1460,0,0,70,6,2,10,1,0,0,0,1
1461,0,1,282,16,11,58,3,2,3,3,0
1462,0,1,183,4,1,4,0,0,0,0,1
1463,0,0,288,2,12,66,2,2,1,3,1
1464,0,1,247,34,1,34,0,0,1,0,0
1465,0,0,305,10,1,10,0,0,0,0,1
1466,0,0,373,28,9,52,2,4,1,1,1
1467,0,1,232,14,4,34,1,0,1,0,0
1468,0,0,238,8,2,12,1,0,1,0,0
1469,0,0,298,14,1,14,1,0,0,0,0
1470,0,0,160,32,2,38,1,0,1,0,0
1471,0,1,292,18,1,18,1,0,0,0,0
1472,0,1,298,22,3,34,1,0,1,0,0
1473,0,1,304,2,1,2,0,0,0,1,0
1474,0,1,347,12,6,34,1,1,2,1,0
1475,0,0,235,12,10,68,4,0,4,0,1
1476,0,0,84,22,1,22,0,0,0,1,0
1477,0,1,67,14,1,14,0,0,1,0,0
1478,0,1,283,34,2,36,1,0,0,0,1
1479,0,1,128,30,4,46,0,2,2,0,0
1480,0,1,95,26,2,34,0,0,1,0,1
1481,0,0,195,2,6,26,1,2,1,0,1
1482,0,1,24,6,1,6,0,1,0,0,0
1483,0,1,287,2,7,42,1,1,2,2,1
1484,0,1,122,4,1,4,0,1,0,0,0
1485,0,1,71,12,3,22,0,1,1,0,0
1486,0,1,150,6,1,6,0,1,0,0,0
1487,0,0,344,12,3,22,1,0,2,0,0
1488,0,1,186,6,2,14,0,0,1,0,1
1489,0,0,107,16,1,16,1,0,0,0,0
1490,0,1,99,2,2,6,0,0,2,0,0
1491,0,0,190,2,2,6,0,0,1,0,1
1492,0,1,297,10,1,10,1,0,0,0,0
1493,0,1,31,4,1,4,0,0,1,0,0
1494,0,0,272,12,6,24,0,1,2,0,0
1495,0,1,206,10,1,10,0,0,0,0,0
1496,0,1,202,4,6,28,2,2,1,0,0
1497,0,1,203,10,9,36,3,1,2,2,0
1498,0,1,317,16,2,22,1,0,0,0,0
1499,0,1,231,4,6,40,0,2,1,1,1
1500,0,0,324,30,2,38,1,1,0,0,0
1501,0,0,203,8,2,16,0,0,1,1,0
1502,0,1,293,10,1,10,0,0,0,0,1
1503,0,1,48,14,2,20,0,2,0,0,0
1504,0,1,136,10,2,12,0,0,2,0,0
1505,0,1,332,10,5,28,1,1,3,0,0
1506,0,1,238,10,2,18,0,0,1,0,0
1507,0,1,115,30,2,34,0,0,1,0,1
1508,0,1,74,4,2,6,1,0,1,0,0
1509,0,0,257,10,1,10,0,0,0,0,0
1510,0,1,119,16,1,16,0,0,1,0,0
1511,0,1,118,12,1,12,0,0,1,0,0
1512,0,1,216,16,5,28,1,1,1,2,0
1513,0,1,169,12,1,12,1,0,0,0,0
1514,0,1,246,6,2,12,1,0,0,1,0
1515,0,0,310,16,8,44,2,1,4,1,0
1516,0,1,120,2,8,44,0,0,1,1,1
1517,0,1,401,16,8,42,4,0,1,2,1
1518,0,1,224,10,1,10,0,0,0,0,0
1519,0,1,97,16,2,20,1,1,0,0,0
1520,0,1,33,6,1,6,1,0,0,0,0
1521,0,1,298,26,1,26,0,0,0,1,0
1522,0,0,177,26,1,26,1,0,0,0,0
1523,0,0,34,4,1,4,0,0,1,0,0
1524,0,1,256,6,1,6,0,0,0,1,0
1525,0,0,105,10,1,10,0,0,1,0,0
1526,0,1,183,12,11,62,4,2,3,1,0
1527,0,1,306,4,9,28,2,0,4,0,0
1528,0,1,67,30,1,30,0,0,0,0,0
1529,0,0,144,4,2,10,0,1,0,1,0
1530,0,1,432,14,9,60,3,0,3,0,1
1531,0,1,57,12,2,14,0,0,1,0,0
1532,0,0,42,10,1,10,0,0,0,0,0
1533,0,1,230,10,2,14,0,0,1,0,1
1534,0,1,95,6,2,14,0,0,2,0,0
1535,0,1,192,6,1,6,0,0,0,1,0
1536,0,1,131,10,1,10,0,0,0,0,0
1537,0,0,247,8,4,22,0,1,2,0,0
1538,0,1,215,8,1,8,0,0,1,0,0
1539,0,0,152,8,1,8,1,0,0,0,0
1540,0,1,360,16,7,40,0,2,3,1,0
1541,0,1,141,10,3,28,1,1,0,1,0
1542,0,1,189,14,2,18,1,0,1,0,0
1543,0,0,299,20,5,44,3,0,0,0,2
1544,0,0,170,6,2,12,1,0,1,0,0
1545,0,0,270,2,2,6,0,1,0,1,0
1546,0,1,298,2,1,2,0,0,1,0,0
1547,0,1,235,2,1,2,0,0,0,0,0
1548,0,1,391,36,8,68,1,3,1,2,0
1549,0,1,129,2,1,2,0,0,0,0,0
1550,0,1,86,12,2,16,0,0,0,1,0
1551,0,1,46,12,1,12,1,0,0,0,0
1552,0,1,280,10,1,10,0,1,0,0,0
1553,0,1,24,14,1,14,0,0,0,1,0
1554,0,1,75,22,2,24,0,0,0,1,0
1555,0,1,96,6,1,6,1,0,0,0,0
1556,0,1,293,12,2,16,1,0,0,0,0
1557,0,1,166,8,2,16,1,0,0,0,1
1558,0,1,74,34,2,38,0,1,0,0,0
1559,0,1,324,16,5,30,0,2,0,1,1
1560,0,1,75,16,2,22,0,0,0,0,0
1561,0,0,191,14,6,26,1,0,3,1,0
1562,0,1,168,12,2,20,1,1,0,0,0
1563,0,1,82,14,2,16,1,0,0,0,0
1564,0,1,234,32,1,32,0,0,0,0,1
1565,0,1,238,6,1,6,0,0,0,1,0
1566,0,1,303,36,1,36,0,0,0,0,0
1567,0,1,345,30,5,50,2,0,1,1,0
1568,0,1,102,12,2,16,0,0,0,1,1
1569,0,0,267,16,2,20,0,0,0,1,1
1570,0,0,55,8,2,14,1,0,1,0,0
1571,0,1,31,12,2,18,0,1,1,0,0
1572,0,1,245,16,2,24,2,0,0,0,0
1573,0,1,105,14,2,20,0,1,0,0,0
1574,0,1,180,34,1,34,1,0,0,0,0
1575,0,1,375,14,8,50,1,2,0,2,2
1576,0,0,37,10,2,12,0,0,1,0,1
1577,0,0,260,12,6,30,5,0,1,0,0
1578,0,1,300,12,5,30,1,2,1,0,1
1579,0,0,204,10,2,14,2,0,0,0,0
1580,0,0,244,18,7,46,1,0,4,1,1
1581,0,0,121,14,8,32,3,1,2,1,1
1582,0,1,85,16,2,22,1,0,0,0,1
1583,0,1,30,10,2,18,1,0,1,0,0
1584,0,1,297,8,1,8,0,0,0,0,0
1585,0,1,153,4,1,4,1,0,0,0,0
1586,0,0,232,6,5,16,0,1,2,0,1
1587,0,1,114,8,2,16,1,0,0,1,0
1588,0,0,247,10,2,14,0,1,1,0,0
1589,0,1,260,14,2,16,1,0,1,0,0
1590,0,1,54,28,1,28,0,0,0,0,1
1591,0,1,309,12,2,20,0,0,0,0,1
1592,0,1,51,12,1,12,0,0,0,0,0
1593,0,1,219,8,1,8,1,0,0,0,0
1594,0,1,341,14,6,28,1,1,1,1,0
1595,0,0,128,10,2,18,0,0,0,1,0
1596,0,1,78,14,2,18,1,0,0,1,0
1597,0,1,268,10,2,14,0,1,0,1,0
1598,0,0,247,2,2,8,0,0,1,0,0
1599,0,1,284,14,1,14,0,0,0,0,0
1600,0,1,202,12,2,16,0,1,0,0,0
